CustomerID,Name,CustomerSegment,TotalSpent
761,"Deborah Lewis",High-Value,"1,839.85"
269,"Meagan James",High-Value,"1,837.20"
768,"Gail Harris",High-Value,"1,836.57"
934,"Judith Hill",High-Value,"1,836.04"
499,"Daniel Holt",High-Value,"1,831.55"
881,"Oscar Carter",High-Value,"1,827.46"
539,"William Heath",High-Value,"1,827.22"
996,"Wendy Watkins",High-Value,"1,826.40"
891,"Alicia Ballard",High-Value,"1,823.28"
959,"William Cooper",High-Value,"1,816.25"
312,"Dawn Lee",High-Value,"1,815.54"
995,"Philip Rodriguez",High-Value,"1,811.49"
998,"Sarah Rivera",High-Value,"1,809.09"
255,"Kelsey Foley",High-Value,"1,809.02"
481,"Kelly Garza",High-Value,"1,807.95"
397,"Tiffany Russell",High-Value,"1,804.98"
733,"Walter Price",High-Value,"1,795.52"
935,"Nicole Randolph",High-Value,"1,791.96"
276,"William Mcdaniel",High-Value,"1,790.33"
602,"Andrew Mccarthy",High-Value,"1,788.88"
484,"Wendy Sanders",High-Value,"1,787.21"
843,"Cheryl Cox",High-Value,"1,783.24"
227,"Brian Patel",High-Value,"1,768.06"
3,"Amber Carter",High-Value,"1,761.74"
165,"Charles Alexander",High-Value,"1,758.49"
984,"Angel Moody",High-Value,"1,758.20"
343,"Jeffrey Price",High-Value,"1,750.93"
297,"Shannon Rogers MD",High-Value,"1,739.43"
540,"Lucas Cooper",High-Value,"1,731.75"
382,"Raymond Hardy",High-Value,"1,724.31"
246,"Chelsea Fox",High-Value,"1,723.92"
489,"Jordan Villegas",High-Value,"1,719.50"
456,"Jacqueline Prince",High-Value,"1,717.34"
702,"James Wilson",High-Value,"1,711.94"
810,"Tanya Kelley",High-Value,"1,711.88"
267,"Margaret Montgomery",High-Value,"1,706.60"
692,"Gary Martinez Jr.",High-Value,"1,706.38"
900,"Alexa Williams",High-Value,"1,702.31"
758,"Danny Owens",High-Value,"1,692.07"
368,"Tammy Williams",High-Value,"1,691.11"
740,"Melissa Huff",High-Value,"1,679.26"
337,"Melissa Rivera",High-Value,"1,669.15"
992,"Gabriella Trujillo",High-Value,"1,666.86"
505,"Dr. Melissa Hudson DVM",High-Value,"1,662.21"
691,"Karl Ellis",High-Value,"1,652.57"
195,"Aimee Wilson",High-Value,"1,650.42"
383,"Matthew Leon",High-Value,"1,643.36"
226,"Edwin Thomas",High-Value,"1,640.76"
321,"Brandon Ortiz",High-Value,"1,636.53"
647,"Ricky Finley",High-Value,"1,633.18"
391,"Paul Williams",High-Value,"1,627.58"
151,"Brooke Sutton",High-Value,"1,625.71"
952,"Nicholas Garrett",High-Value,"1,617.60"
119,"Amber Taylor",High-Value,"1,614.45"
468,"Angela Moore",High-Value,"1,612.84"
674,"Joshua Phillips",High-Value,"1,605.71"
1,"Michelle Livingston",High-Value,"1,605.56"
806,"Cheryl Watson",High-Value,"1,603.61"
880,"Tonya Mcneil",High-Value,"1,602.98"
159,"Donald Edwards",High-Value,"1,597.92"
762,"Alexandra Williams",High-Value,"1,595.97"
974,"Tiffany Crawford",High-Value,"1,593.82"
607,"Hannah Martinez",High-Value,"1,590.57"
961,"Sarah Carpenter",High-Value,"1,589.70"
478,"Walter Hunt",High-Value,"1,583.56"
765,"Daniel Brooks",High-Value,"1,582.61"
216,"Richard Dean",High-Value,"1,582.38"
679,"Mr. Austin Travis",High-Value,"1,581.18"
813,"Michelle Ponce",High-Value,"1,578.44"
217,"Rachel Larsen",High-Value,"1,576.25"
976,"Mrs. Laura Little",High-Value,"1,571.29"
811,"Tracey Miller",High-Value,"1,567.44"
865,"James Drake",High-Value,"1,566.71"
448,"Matthew Knapp",High-Value,"1,565.16"
322,"Brian Barnett",High-Value,"1,562.59"
212,"Melinda Heath",High-Value,"1,558.12"
30,"Adam Newman",High-Value,"1,557.73"
561,"Kimberly Moore",High-Value,"1,553.56"
55,"Shannon Kelly",High-Value,"1,552.05"
751,"Justin Lambert",High-Value,"1,546.89"
591,"Lisa Howard",High-Value,"1,539.14"
573,"Amber Obrien",High-Value,"1,534.67"
632,"Kenneth Rocha",High-Value,"1,533.99"
191,"Brian Ali",High-Value,"1,533.08"
77,"Sherry Sanchez",High-Value,"1,532.30"
467,"Sherry Lee",High-Value,"1,525.19"
686,"Kristin Ramirez",High-Value,"1,519.99"
601,"Teresa Lutz",High-Value,"1,517.49"
1000,"David Sandoval",High-Value,"1,516.02"
474,"Eric Haley",High-Value,"1,515.98"
112,"Denise Schmidt",High-Value,"1,509.75"
15,"Karen Murray",High-Value,"1,508.81"
94,"Matthew Harmon",High-Value,"1,507.56"
133,"Joyce Jones",High-Value,"1,505.57"
779,"Cory King",High-Value,"1,505.10"
911,"Kevin Morrison",High-Value,"1,503.78"
830,"Harold Davis",High-Value,"1,501.25"
914,"Michael Brennan",High-Value,"1,493.20"
597,"Amy Figueroa",High-Value,"1,492.70"
473,"Cassie Morris",High-Value,"1,487.73"
915,"Maurice Sanders",High-Value,"1,483.08"
921,"Brittany Smith",High-Value,"1,479.80"
257,"Dennis Taylor",High-Value,"1,479.39"
176,"James White",High-Value,"1,477.44"
688,"Crystal Hubbard",High-Value,"1,474.69"
430,"Lori Juarez",High-Value,"1,469.73"
115,"Kathleen Murphy",High-Value,"1,461.52"
256,"Stephen Thompson",High-Value,"1,461.27"
520,"Carla Arnold",High-Value,"1,459.00"
589,"Thomas Daniel",High-Value,"1,456.96"
84,"Evan Riley",High-Value,"1,453.82"
462,"Michael Mcguire",High-Value,"1,452.47"
40,"Jackie Brooks",High-Value,"1,451.52"
852,"Frank Poole",High-Value,"1,449.12"
893,"Alvin Mendoza",High-Value,"1,448.57"
31,"Jeanne Carpenter",High-Value,"1,437.72"
904,"Shelly Allen",High-Value,"1,436.88"
283,"Ronald Garcia",High-Value,"1,435.55"
487,"Christine James",High-Value,"1,435.50"
910,"Noah Collins",High-Value,"1,432.82"
943,"Peter Miller",High-Value,"1,424.84"
60,"Shirley Ware",High-Value,"1,421.80"
167,"Rachel Smith",High-Value,"1,421.79"
207,"Kristen Reynolds",High-Value,"1,419.42"
83,"Ryan Nguyen",High-Value,"1,415.55"
657,"Vanessa Douglas",High-Value,"1,413.26"
857,"Stephanie Terry",High-Value,"1,404.68"
17,"Amanda Ayers",High-Value,"1,403.27"
54,"Claire Watson",High-Value,"1,403.03"
853,"Mark Blankenship",High-Value,"1,402.00"
704,"Shelley Smith",High-Value,"1,401.47"
875,"Michael Garner",High-Value,"1,400.27"
837,"Charles Lowe",High-Value,"1,399.48"
65,"Victor Morales",High-Value,"1,394.59"
417,"Brittany Cross",High-Value,"1,394.18"
16,"Brian Hardy",High-Value,"1,392.45"
628,"Stacey Elliott",High-Value,"1,389.26"
409,"Glenn Mann MD",High-Value,"1,388.71"
506,"Martin Young",High-Value,"1,386.87"
697,"Christina May",High-Value,"1,383.72"
284,"Alexandria Walker",High-Value,"1,382.62"
556,"Jason Johnson",High-Value,"1,382.38"
163,"Catherine Nelson",High-Value,"1,380.69"
104,"Scott Henry",High-Value,"1,379.68"
370,"Stephen Mccoy",High-Value,"1,379.37"
605,"Andrew Knight",High-Value,"1,376.36"
440,"Sarah Thomas",High-Value,"1,373.15"
205,"Miranda Boyd",High-Value,"1,372.87"
735,"Richard Smith",High-Value,"1,369.48"
436,"Tiffany Frey",High-Value,"1,368.14"
181,"Mrs. Monica Peters MD",High-Value,"1,365.12"
380,"Kelly Rios",High-Value,"1,364.21"
281,"Elizabeth Stephens",High-Value,"1,361.60"
677,"Joanna Hunt",High-Value,"1,360.79"
454,"Elizabeth Miller",High-Value,"1,360.38"
367,"Lisa Travis",High-Value,"1,359.36"
940,"Emily Pope",High-Value,"1,356.52"
849,"Kimberly Smith",High-Value,"1,356.02"
618,"Carolyn Bass",High-Value,"1,353.08"
631,"Eric Malone",High-Value,"1,352.04"
678,"Sean Johnson",High-Value,"1,347.82"
418,"Justin Robinson",High-Value,"1,333.83"
419,"Tina Rodriguez",High-Value,"1,328.79"
721,"Victoria Johnson",High-Value,"1,327.42"
942,"Kenneth Huang",High-Value,"1,326.12"
393,"Rebecca Franklin",High-Value,"1,323.42"
660,"Jack Summers",High-Value,"1,323.13"
754,"Linda Hoffman",High-Value,"1,320.00"
249,"Ms. Natasha Odonnell",High-Value,"1,319.40"
729,"Gabriela Wilson",High-Value,"1,318.60"
81,"Carrie Holmes",High-Value,"1,315.96"
732,"Steven Rivera",High-Value,"1,313.92"
42,"Rebecca Lewis",High-Value,"1,312.98"
648,"Kristen Howard",High-Value,"1,310.52"
95,"Walter Huang",High-Value,"1,310.41"
166,"Denise Preston",High-Value,"1,309.60"
247,"Jane Harris",High-Value,"1,308.15"
629,"Dustin Foley",High-Value,"1,305.05"
507,"Julia Chavez",High-Value,"1,303.72"
709,"Linda Walton",High-Value,"1,295.16"
105,"Derek Barnes",High-Value,"1,293.71"
808,"Jessica Mcmahon",High-Value,"1,287.40"
723,"Sandra Murray",High-Value,"1,284.61"
780,"Ryan Miller",High-Value,"1,284.08"
401,"Tyler Galvan",High-Value,"1,276.77"
711,"Shawn Coffey",High-Value,"1,274.70"
353,"Chad Lee",High-Value,"1,274.61"
202,"Kathryn Walker",High-Value,"1,273.26"
616,"Belinda Harper",High-Value,"1,272.54"
152,"David Bowen",High-Value,"1,269.44"
624,"Christian Barker",High-Value,"1,261.55"
682,"Connie Robinson",High-Value,"1,255.33"
442,"Mckenzie Torres",High-Value,"1,248.24"
106,"Shawn Thompson",High-Value,"1,246.64"
469,"Megan Anderson",High-Value,"1,246.41"
463,"Benjamin Williams",High-Value,"1,246.15"
731,"Cindy Johnson",High-Value,"1,246.09"
663,"Alejandro Jones",High-Value,"1,243.88"
161,"Derek Lambert PhD",High-Value,"1,239.41"
523,"Juan Parker",High-Value,"1,239.20"
965,"Samuel Davis",High-Value,"1,238.93"
220,"Dennis Harris",High-Value,"1,233.15"
557,"Larry Fleming",High-Value,"1,228.52"
988,"Karen Hall",High-Value,"1,227.83"
221,"Debra Dalton",High-Value,"1,227.17"
307,"Shane Taylor",High-Value,"1,226.60"
439,"Peter Sawyer",High-Value,"1,219.62"
47,"Steven Hill",High-Value,"1,217.87"
821,"Scott Moody",High-Value,"1,216.37"
244,"Tom Gilbert",High-Value,"1,215.72"
718,"Heather Franco",High-Value,"1,214.27"
785,"Roberta Rubio",High-Value,"1,210.21"
479,"Christopher Brown",High-Value,"1,209.51"
739,"Steven Sanders",High-Value,"1,203.84"
379,"Tracy Brewer",High-Value,"1,200.94"
332,"Rachel Wheeler",High-Value,"1,199.59"
137,"Maria Johnson",High-Value,"1,197.08"
127,"Allen Torres",High-Value,"1,193.37"
671,"Patrick Beck",High-Value,"1,186.24"
488,"Elizabeth Thompson",High-Value,"1,186.04"
173,"Sarah Cortez",High-Value,"1,185.34"
756,"David Evans",High-Value,"1,180.59"
508,"David Armstrong",High-Value,"1,180.49"
299,"Judy Davis",High-Value,"1,176.78"
377,"George Decker",High-Value,"1,172.10"
160,"Thomas Bray",High-Value,"1,171.95"
232,"Susan Williams",High-Value,"1,169.29"
365,"Lauren Shepherd",High-Value,"1,167.56"
526,"Heidi Mclaughlin",High-Value,"1,165.01"
770,"Christopher Jones",High-Value,"1,158.44"
19,"Joshua Farley",High-Value,"1,157.40"
719,"William Perez",High-Value,"1,150.89"
956,"Cynthia Cummings",High-Value,"1,150.08"
969,"Sharon Shaffer",High-Value,"1,146.98"
408,"Ashley Hayden",High-Value,"1,145.44"
172,"Christina Miller",High-Value,"1,143.85"
270,"Carol Jones",High-Value,"1,141.74"
323,"Tammy Richardson",High-Value,"1,139.48"
320,"William Williams",High-Value,"1,136.36"
543,"Raymond Kaiser",High-Value,"1,127.75"
87,"Mercedes Hernandez",High-Value,"1,127.45"
376,"Stephanie Kirby",High-Value,"1,125.95"
2,"Teresa Moon",High-Value,"1,124.32"
400,"Chad Allen",High-Value,"1,121.92"
385,"Donna Castillo",High-Value,"1,120.96"
832,"Jennifer Cooper",High-Value,"1,120.69"
51,"Robert Jones",High-Value,"1,118.93"
932,"Jessica Jones",High-Value,"1,118.40"
794,"Bailey Roberts",High-Value,"1,115.65"
182,"Monique Miller",High-Value,"1,114.99"
453,"Mr. Patrick Craig",High-Value,"1,114.50"
841,"Teresa Reyes",High-Value,"1,108.41"
428,"Jeffery Medina",High-Value,"1,100.55"
329,"Andrew Lee",High-Value,"1,098.58"
139,"Jeremy Rodriguez",High-Value,"1,097.00"
123,"Amber Walton",High-Value,"1,096.59"
923,"Erik Hickman",High-Value,"1,086.84"
712,"Tyler Hodges PhD",High-Value,"1,086.14"
730,"Jill Burns",High-Value,"1,085.17"
815,"Steve Clark Jr.",High-Value,"1,081.25"
490,"Dr. Jason Hamilton",High-Value,"1,079.60"
275,"David Wilson",High-Value,"1,077.58"
375,"Peter Nelson MD",High-Value,"1,077.46"
774,"Todd Stevens",High-Value,"1,074.26"
519,"Brett Coleman",High-Value,"1,073.14"
640,"Dennis Christian",High-Value,"1,070.91"
458,"Sarah Leonard",High-Value,"1,070.39"
185,"Victoria Collins",High-Value,"1,066.04"
987,"Julia Bowen",High-Value,"1,056.20"
611,"Joseph Matthews",High-Value,"1,054.04"
311,"Linda Campos",High-Value,"1,053.20"
480,"Joshua Scott",High-Value,"1,048.02"
797,"Stacy Smith",High-Value,"1,047.73"
331,"Tiffany Johns",High-Value,"1,044.98"
201,"Mr. Timothy Stewart",High-Value,"1,042.23"
705,"Dr. Amber Gates MD",High-Value,"1,036.74"
599,"James White",High-Value,"1,036.71"
722,"James Richardson",High-Value,"1,031.48"
592,"Christopher Berry",High-Value,"1,031.05"
72,"Tamara Richards",High-Value,"1,026.54"
659,"Jennifer Martinez",High-Value,"1,025.60"
230,"Brian Hanson",High-Value,"1,021.80"
233,"Sarah Bowers",High-Value,"1,021.54"
56,"Chelsea Clarke",High-Value,"1,019.09"
710,"Yvette Wheeler",High-Value,"1,017.48"
279,"Michael Valenzuela",High-Value,"1,013.32"
593,"Kelsey Hill",High-Value,"1,012.26"
655,"Matthew Richards",High-Value,"1,011.84"
113,"Jose Friedman",High-Value,"1,008.43"
633,"Brandon Rojas",High-Value,"1,006.76"
61,"Christopher Lucas",High-Value,"1,005.11"
612,"William Daugherty",High-Value,"1,003.84"
290,"Timothy Perez",High-Value,"1,000.03"
